id,kode,nama_bahan,sumber,air_gram,energi_kal,protein_gram,lemak_gram,karbohidrat_gram,serat_gram,abu_gram,kalsium_mg,fosfor_mg,zatbesi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,bkaroten_mcg,karotentotal_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitc_mg,bdd,jenis_pangan,satuan,gambar
1066,KR009,minyak kacang tanah,DABM-1964,0,902,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,lemak dan minyak,single,https://nilaigizi.com/assets/images/produk/produk_1535871426.jpg
1067,KR010,minyak kedelai,FCTEA-1972,0.1,883,0,99.9,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,100,lemak dan minyak,single,https://res.cloudinary.com/dk0z4ums3/image/upload/v1678151337/attached_image/minyak-kedelai-ketahui-6-manfaatnya-untuk-kesehatan.jpg
1068,KR011,minyak kelapa,DABM-1964,0,870,1,98,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,lemak dan minyak,single,https://res.cloudinary.com/dk0z4ums3/image/upload/v1619511406/attached_image/Manfaat-Minyak-Kelapa-Bagi-Kesehatan-dan-Kecantikan.jpg
1069,KR012,minyak kelapa sawit,DABM-1964,0,884,0,100,0,0,0,0,0,0,0,0,0,0,0,18181,0,0,0,0,0,100,lemak dan minyak,single,https://res.cloudinary.com/dk0z4ums3/image/upload/v1619512031/attached_image/mengenal-manfaat-kelapa-sawit-dan-bahayanya.jpg
1070,KR013,minyak wijen,FCTEA-1972,0.1,881,0.2,99.7,0,0,0,10,5,0.1,2,20,0,0,0,0,0,0,0.07,0.1,0,100,lemak dan minyak,single,https://imgx.parapuan.co/crop/0x0:0x0/x/photo/2022/03/10/minyak-wijenjpg-20220310033229.jpg
1071,KR014,minyak zaitun,DABM- 1964,0,884,0,100,0,0,0,14,0,1.2,7,0,0,0,0,0,0,0,0,5,0,100,lemak dan minyak,single,https://faktualnews.co/images/2020/07/ilustrasi-minyak-zaitun-2.jpg
1072,DR009,bayam merah segar,KZGPI1990,90.7,30,1.3,0.7,5.8,1.2,1.6,239,35,5.7,15,431,0.1,0.3,0,2699,3750,0.02,0.1,0.9,32,100,kacang biji bean,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/10/28/6efbc93d-e05c-4446-8c6c-c6d401dc7407.jpg
1073,CR001,kacang arab kering,DABM-1964,11.6,330,23.8,1.4,60.2,17.4,3,57,388,4.7,24,874.3,0.85,3.4,0,40,140,0.77,0.21,1.5,2,100,kacang biji bean,single,https://img.okezone.com/content/2021/02/04/298/2356167/mengenal-chickpea-kacang-arab-penuh-nutrisi-yang-baik-untuk-tubuh-ahltPCXlfV.jpg
1074,CR002,kacang babi kering,KZGPI-1990,11.6,341,30.4,3.2,51.3,4.5,3.5,178,521,6.8,13,1768,0.82,3.1,0,0,87,0.23,0.33,2.8,0,80,kacang biji bean,single,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//110/MTA-29695870/no_brand_bubuk_biji_koro_benguk_hitam_-_kacang_babi_-_kacang_kowas_kering_1_kg_full10_rcfasmvl.jpg
1075,CR003,kacang belimbing (kecipir) kering,KZGPI-1990,10.4,400,34.4,16.9,34.1,10.7,4.2,468,182,6.8,37,955,2.82,2,0,0,0,0.3,0.44,3,0,100,kacang biji bean,single,https://i0.wp.com/resepkoki.id/wp-content/uploads/2018/03/kecipir2.jpg?fit=500%2C500&ssl=1
1076,CR005,kacang bogor kering,DABM-1964,10,370,16,6,65,26.3,3,85,264,4.2,44,868.8,1.48,2.7,0,0,0,0.18,0.26,6.2,0,100,kacang biji bean,single,https://id-live-01.slatic.net/p/255d3fb8b6f1958112878b186718fe18.jpg
1077,CR006,kacang bogor segar,KZGPI-1990,60.8,165,7.7,3.1,27.4,2.5,1,96,126,5.3,6,537,0.41,1.2,0,29,0,0.32,0.35,2.7,0,100,kacang biji bean,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/9/4/81363626-bddb-4204-9c60-a98a15ea01e3.jpg
1078,CR007,kacang endel biji kering,DABM-1964,14,331,25,1,58,23.6,2,80,400,5,12,1322.4,0.68,2.7,0,0,0,0.3,0.75,2.3,0,95,kacang biji bean,single,https://asset.kompas.com/crops/OD4HIuyUqbZ89QTHXDG9oEb8fz4=/12x8:1280x853/750x500/data/photo/2022/09/04/6314132a253b9.jpg
1079,CR008,kacang ercis segar,KZGMI-2001,67.6,129,12.4,0.7,18.3,28.6,1,40,130,2.3,4,310,0.3,2.1,0,212,0,0.29,0.05,2.7,0,45,kacang biji bean,single,https://assets.ayobandung.com/crop/0x0:0x0/750x500/webp/photo/2022/05/24/2609424364.jpg
1080,CR009,kacang galing segar,DABM-1964,12,336,23.1,1.7,59.5,0,3.8,80,400,5,0,0,0,0,0,0,0,0.6,0,0,0,95,kacang biji bean,single,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQO_j0Sg_ZZ80_RJolJolWTEGad7VA92qgQPlzgyHiFkA4AbHc0XsxKxaiASj54WcIld-Q&usqp=CAU
1081,CR010,kacang gude biji kering,KZGPI-1990,16.1,316,20.7,1,58,4.6,4.2,146,445,4.7,16,1306.2,0.99,2.7,0,19,0,0.3,0.19,2.4,0,100,kacang biji bean,single,https://ahligizi.id/blog/wp-content/uploads/2022/03/gude.jpg
1082,CR011,kacang gude biji segar,DABM-1964,70.3,114,7,0.6,20.8,4.4,2.3,3,122,1.5,4,480.5,0.12,0.9,0,0,70,0.37,0.07,0.8,43,100,kacang biji bean,single,https://d39wptbp5at4nd.cloudfront.net/media/22860_original_IMG-20180318-WA0017.jpg
1083,CR012,kacang hijau kering,KZGPI-1990,7.4,350,17.1,1.8,70.7,5.7,3.1,94,315,4.9,46,893.9,1.52,3.1,0,171,235,0.4,0.27,2.6,11,100,kacang biji bean,single,https://cf.shopee.co.id/file/b416e2ddeda943e915e6b496b1e6bb0f
1084,CR013,kacang hijau rebus,KZGPI-1990,8.8,339,20.8,2.1,64.6,7.4,3.7,122,136,4.9,45,880.4,1.5,3.1,0,168,321,0.45,0.27,2.6,0,100,kacang biji bean,single,https://cdns.klimg.com/merdeka.com/i/w/news/2019/11/19/1126920/540x270/tips-dan-cara-membuat-sari-kacang-hijau-yang-benar-untuk-kesuburan.jpg
1085,CR014,kacang hijau var bakti kering,KZGPI-1990,15.5,323,22.9,1.5,56.8,7.5,3.3,223,319,7.5,42,815.7,1.9,2.9,0,156,223,0.46,0.15,1.5,10,100,kacang biji bean,single,https://cdn.hellosehat.com/wp-content/uploads/2017/10/e3bdc474-shutterstock_1458579881.jpg?w=1200&q=75
1086,CR015,kacang hitam kering,KZGMI-2001,12.5,346,16.6,1.7,66.1,22.8,3.1,70,300,4.7,3,0,0.9,3.5,0,28,0,0.16,0.1,2.1,0,100,kacang biji bean,single,https://s3.bukalapak.com/img/3905433584/large/1_kg_000000_Tausi_Douchi_Dou_chi_Black_Soy_Bean_Kacang_Hitam.jpg
1087,CR016,kacang kapri segar,DABM-1964,74.3,98,6.7,0.4,17.7,6.2,0.9,22,122,1.9,6,296.6,0.21,1.5,0,0,680,0.34,0.16,2.5,26,45,kacang biji bean,single,tidak ada
1088,CR017,kacang kedelai kering,KZGPI-1990,12.7,381,40.4,16.7,24.9,3.2,5.5,222,682,10,210,713.4,1.58,3.9,0,237,31,0.52,0.12,1.2,0,100,kacang biji bean,single,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2020/10/26/a9bc5ef4-e063-4d3f-933e-50af2da28c3e.jpg
1089,CR018,kacang kedelai segar,DABM-1964,20,286,30.2,15.6,30.1,2.9,4.1,196,506,6.9,28,870.9,1.24,3.6,0,0,95,0.93,0.26,1.8,0,100,kacang biji bean,single,https://media.istockphoto.com/id/998946502/id/foto/closeup-kacang-kedelai-segar.jpg?s=1024x1024&w=is&k=20&c=YDjNN-yd20A-KQODXpi8thMiAjzFk3UXPMd82G1mMbA=
1090,CR019,kacang kincai kering,KZGMI-2001,4.2,444,19.9,16,55,0,4.9,26,0,0,0,0,0,0,0,0,0,0.1,0.1,1.9,0,0,kacang biji bean,single,tidak ada
1091,CR020,kacang komak segar,KZGMI-2001,20.9,327,16.4,4.3,55.8,0.5,2.6,74,282,4,22,1137,0.9,2.1,0,0,0,0.99,0.12,0.1,0,45,kacang biji bean,single,https://sendme.co.id/img/1649134785.jpg
1092,CR021,kacang kuning kering,KZGMI-2001,11.7,355,17,2.5,66,15.1,2.8,140,220,5.8,1,0,0.7,3.2,0,58,0,0.47,0.08,1.9,0,0,kacang biji bean,single,https://img.lovepik.com/photo/20211125/medium/lovepik-soybean-picture_501067376.jpg
1093,CR022,kacang lebui iris kering,KZGMI-2001,11.8,346,16.5,1.5,66.6,37.3,3.6,144,368,3.4,17,1225,1.5,3.3,0,64,0,0.62,0.2,0,0,100,kacang biji bean,single,https://upload.wikimedia.org/wikipedia/commons/thumb/5/58/Cajanus_caja_080716-1078_ayot.jpg/640px-Cajanus_caja_080716-1078_ayot.jpg
1094,CR023,kacang mentega kering,KZGMI-2001,13.7,344,16.7,2.1,64.6,13,2.9,110,300,6.7,1,10,0.7,2.5,0,0,0,0.21,0.07,1.2,0,0,kacang biji bean,single,https://asset.kompas.com/crops/9lQ0OMqPUCFReecNr0lCP8bJB-M=/128x85:1152x768/750x500/data/photo/2021/04/23/60826e8d1d256.jpg
1095,CR024,kacang merah banda kering,KZGMI-2001,13,350,13.9,3,66.9,26.3,3.2,84,242,6.8,19,1127,0,42,0,137,0,0.15,0.76,0.3,0,100,kacang biji bean,single,https://id-test-11.slatic.net/p/b97d57abeab6df73f51d9895a292c74d.jpg
1096,CR025,kacang merah segar,KZGPI- l990,12.3,280,16.7,1.6,63.2,4.6,6.2,209,335,6.4,19,1348.5,0.69,2.8,0,0,0,0.1,0.08,2,6,100,kacang biji bean,single,https://o-cdn-cas.sirclocdn.com/parenting/images/manfaat-kacang-merah.width-800.format-webp.webp
1097,CR026,kacang merah segar rebus,KZGPI- l990,17.7,314,22.1,1.1,56.2,4,2.9,502,429,10.3,11,1265.5,0.65,2.6,0,129,0,0.4,0.72,2.2,0,100,kacang biji bean,single,https://cdn1-production-images-kly.akamaized.net/sw7MW5kTq2GgNjLOMmVju4J51qI=/546x0:1994x1448/1200x900/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/2578999/original/060869200_1546581834-shutterstock_197295407.jpg
1098,CR027,kacang merah tua kering,KZGPI- l990,57.2,171,11,2.2,28,2.1,1.7,293,134,3.7,7,360.7,0.34,1.4,0,0,10,0.15,0.15,1.1,0,100,kacang biji bean,single,https://sc04.alicdn.com/kf/A4b18aaaf0bb940ba95877544b057be6cK.jpg
1099,CR028,kacang mete biji jambu monyet segar,KZGMI-2001,4.6,616,16.3,48.4,28.7,0.9,2,26,521,3.8,26,692,4.7,4.1,0,5,0,0.64,0.03,0,0,69,kacang biji bean,single,https://sambikelen.lombokutarakab.go.id/assets/files/artikel/sedang_14889020189829709594_313eba7317.jpg
1100,CR029,kacang panjang biji kering,DABM-1964,12.2,357,17.3,1.5,68.6,10.6,0.4,163,437,6.9,16,1109.4,0.35,2.8,0,2182,0,0.57,0.98,7.1,2,100,kacang biji bean,single,https://cf.shopee.co.id/file/85c586f13afe37142fd479dec06fa623
1101,CR030,kacang tanah kering,KZGPI- l990,1.2,560,29.5,43,24.1,2.9,2.2,107,366,4.1,34,509.8,1.69,2.1,0,0,0,0.31,0.3,15.5,0,100,kacang biji bean,single,https://imgx.parapuan.co/crop/0x0:0x0/x/photo/2022/03/02/khasiat-kacang-tanah-sebagai-oba-20220302010109.jpg
1102,CR031,kacang tanah rebus,DABM-1964,2.6,559,26.9,44.2,23.6,2.6,2.7,74,393,1.9,33,202.3,520.4,1.7,0,0,0,0.3,29.47,8,0,100,kacang biji bean,single,https://img-global.cpcdn.com/recipes/ff019c14f757cfbf/1200x630cq70/photo.jpg
1103,CR032,kacang tanah sangan tanpa selaput,KZGPI- l990,9.6,525,27.9,42.7,17.4,2.4,2.4,316,456,5.7,31,466.5,1.55,1.9,0,0,30,0.44,0.27,1.4,0,100,kacang biji bean,single,https://t-2.tstatic.net/palembang/foto/bank/images/kacang-tanah1-kacang-tanah-tanpa-kulit.jpg
1104,CR033,kacang tolo tunggak kering,KZGPI- l990,13.5,331,24.4,1.9,56.6,1.6,3.6,481,399,13.9,15,7.8,1.03,5.9,0,65,0,0.06,0.2,4.3,0,100,kacang biji bean,single,tidak ada
1105,CR034,kacang tunis kering,KZGMI-2001,10.5,351,12.2,1.2,72.9,29.5,3.2,120,220,6.9,1,0,1.4,2.9,0,0,0,0.57,0.13,2.5,0,100,kacang biji bean,single,https://sc01.alicdn.com/kf/Aa651abed773a47af8e91ae2da51df3de0.jpg
1106,CR035,kacang uci kering,KZGPI- l990,9.9,358,23.4,2.4,60.6,7.4,3.7,269,264,0.5,13,1457.7,0.35,0,0,20,0,0.1,0.2,2.5,2,100,kacang biji bean,single,https://asset.kompas.com/crops/XHI8qd19XKfLu13brPQP23b8fo0=/65x67:891x618/750x500/data/photo/2022/02/17/620dc04a8ab8f.jpg
1107,CR036,kacang urei kering,KZGMI-2001,12.8,354,12.8,1.8,69.3,26.1,3.3,220,220,5.1,1,0,0.7,3.1,0,0,0,0.55,0.05,3.5,0,0,kacang biji bean,single,1200px-Painted_Pony_Bean.JPG (1200×900) (wikimedia.org)
1108,CR037,kenari banda kering,KZGMI-2001,13,616,13.9,56.2,13.7,0,3.2,0,380,1.4,11,460,1.1,3.2,0,90,0,0.83,0.08,0.5,0,100,kacang biji bean,single,0
1109,CR038,kenari kering,DABM-1964,3,657,15,66,13,0,3,92,691,7.7,3,505.8,0.97,3,0,0,0,0.42,0.09,0.5,0,100,kacang biji bean,single,tidak ada
1110,CR039,komak polong segar,KZGMI-2001,74.3,99,3.3,0.1,21.2,10.3,1.1,50,99,13.1,15,567,0.2,0.6,0,5,0,0.13,0.03,0.2,0,100,kacang biji bean,single,https://media.istockphoto.com/id/153755664/id/foto/kacang-polong-salju-segar-di-tumpukan-di-latar-belakang-putih.jpg?s=612x612&w=0&k=20&c=MPZCUQdV2lekycXztBESkb2swqE0hgIzUwflaZlFoaw=
1111,CR040,koro andong kering,KZGPI- 1990,10.8,356,20.5,4.1,61.6,7,3,150,272,6.2,18,301.8,0.73,2.8,0,0,0,0.29,0.02,1.4,1,100,kacang biji bean,single,tidak ada
1112,CR041,koro benguk biji kering,DABM-1964,15,332,24,3,55,5.6,3,30,200,2,42,389.2,1.25,8.7,0,0,70,0.3,0.12,1.7,0,95,kacang biji bean,single,https://laz-img-sg.alicdn.com/p/cac8dce3faa0e4781f2e5ea5968dba20.png
1113,CR042,koro kerupuk biji segar,DABM-1964,67.2,125,8.3,0.7,22.1,2.2,1.7,17,12,2.7,16,150.3,0.48,3.4,0,0,80,0.11,0.04,1.1,31,68,kacang biji bean,single,https://cf.shopee.co.id/file/id-11134103-22100-uucup9m29iiv8c
1114,CR043,koro loke biji segar,DABM-1964,88.6,33,2.7,0.2,7.9,3.5,0.6,60,40,2,2,38.6,0.09,0.4,0,0,40,0.1,0,0.2,0,95,kacang biji bean,single,https://filebroker-cdn.lazada.co.id/kf/S5058ebd94c9d4462a13ac9a3ac2a814aP.jpg
1115,CR044,koro roay kering,KZGPI- 1990,13,344,12.5,2.1,69.4,7.5,3,70,103,4.4,18,294.3,0.72,2.7,0,0,28,0.11,0.21,1.4,1,100,kacang biji bean,single,tidak ada
1116,CR045,koro wedus biji kering,DABM-1964,11.8,338,22.2,1.5,61,5.8,3.5,88,395,3.5,43,403.8,1.3,9.1,0,0,0,0.62,0.12,1.8,0,100,kacang biji bean,single,tidak ada
1117,CR046,lamtoro biji muda segar,DABM-1964,77.4,85,5.7,0.3,15.4,10.8,1.2,180,53,2.7,35,485.7,0.02,1.4,0,0,423,0.08,1.15,1,15,100,kacang biji bean,single,https://d1vbn70lmn1nqe.cloudfront.net/prod/wp-content/uploads/2022/11/02042448/X-Manfaat-Petai-Cina-untuk-Kesehatan-Tubuh.jpg
1118,CR047,lamtoro biji tua segar,DABM-1964,61.4,148,10.6,0.5,26.2,17,1.3,155,59,2.2,28,628.5,0.03,2.4,0,0,416,0.23,0.49,2.8,20,100,kacang biji bean,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/9/23/73d62514-e013-460c-9f52-d3c17e019a91.jpg
1119,CR048,lamtoro var gung tanpa kulit,KZGPI- 1990,10.2,367,46.4,5.4,32.5,2.6,4.4,136,441,23.3,65,1462.3,0.07,5.6,0,0,18900,0.06,1.15,1,9,100,kacang biji bean,single,https://awsimages.detik.net.id/community/media/visual/2021/01/09/warga-blitar-bikin-alternatif-tempe-lamtoro-2_169.jpeg?w=700&q=90
1120,CR049,lamtoro var lokal dengan kulit,KZGPI- 1990,13.5,336,23.8,1.2,59.7,15.4,1.8,867,321,1.5,134,1858.9,0.07,5.4,0,0,321,0.15,1.34,0.9,16,100,kacang biji bean,single,https://cdn-2.tstatic.net/jateng/foto/bank/images/lamtoro.jpg
1121,CR051,saga merah terkupas mentah,KZGPI- 1990,8.1,449,30.6,25.5,31.9,3.5,3.9,1062,161,14.2,66,1496.5,0.07,5.7,0,0,107,0.09,1.5,10.9,7,100,kacang biji bean,single,tidak ada
1122,CR052,wijen mentah,DABM-1964,5.8,568,19.3,51.1,18.1,3.6,5.8,1125,614,9.5,18,303.7,4.16,7.9,0,15,0,0.93,0.2,5.7,0,100,kacang biji bean,single,https://res.cloudinary.com/dk0z4ums3/image/upload/v1631251653/attached_image/mengulik-manfaat-biji-wijen-untuk-kesehatan.jpg
1123,nilaigizi,air putih air mineral air minum,nilaigizi,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,air,single,https://nilaigizi.com/assets/images/produk/produk_1576145917.png
1124,nilaigizi,buah stroberi / strawberry,nilaigizi,90.9,32,0.7,0,8,2,0,16,0,0.4,1,153,50,0.14,12,0,0,0.02,0.38,58.8,58.8,100,buah,single,https://nilaigizi.com/assets/images/produk/produk_1610635534.jpg
1125,nilaigizi,asparagus,nilaigizi,93.22,20,2.2,0.12,3.88,2.1,0.58,24,52,2.14,2,0,0,0.54,0,0,0,0.14,0.14,0.98,5.6,100,sayuran,single,https://nilaigizi.com/assets/images/produk/produk_1593180174.jpg
1126,nilaigizi,lobster,nilaigizi,80.95,77,16.52,0.75,0,0,1.88,84,161,0.26,423,200,1340,3.53,1,0,0,0.02,0.01,1.59,0,100,ikan kerang udang,single,https://nilaigizi.com/assets/images/produk/produk_1577540049.jpg
1127,nilaigizi,Nasi Goreng biasa,nilaigizi,0,500,7,34.4,40.2,0.4,0,10,88,0.6,18,86,0,1,0,0,0,0,0.1,0,0,100,serealia,olahan/produk,tidak ada
1128,nilaigizi,Ikan Nila,nilaigizi,0,96,20.08,1.7,0,0,0,0,0,0,0,302,0,0,0,0,0,0,0,0,0,100,ikan kerang udang,single,https://nilaigizi.com/assets/images/produk/produk_1577540561.jpg
1129,nilaigizi,Sariroti Roti tawar,nilaigizi,0,200,7,3,37,1,0,0,0,0,280,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577954498.jpg
1130,nilaigizi,Sariroti sandwich coklat,nilaigizi,0,150,3,6,21,2,0,0,0,0,125,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577954700.jpg
1131,nilaigizi,Sariroti Sandwich krim keju,nilaigizi,0,130,3,6,17,1,0,0,0,0,260,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577954959.jpg
1132,nilaigizi,Sariroti Sandwich kacang,nilaigizi,0,140,5,6,18,2,0,0,0,0,135,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577955876.jpg
1133,nilaigizi,Sariroti Sandwich pandan sarikaya,nilaigizi,0,110,2,2.5,19,1,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577956080.jpg
1134,nilaigizi,Sariroti roti tawar kupas,nilaigizi,0,110,3,2,19,1,0,0,0,0,170,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577956863.jpg
1135,nilaigizi,Kuaci Rebo origial,nilaigizi,0,110,5,9,3,3,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577957699.jpeg
1136,nilaigizi,Kuaci Rebo green tea,nilaigizi,0,110,6,9,2,2,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577957792.jpg
1137,nilaigizi,Kuaci Rebo milk,nilaigizi,0,40,2,3,1,0,0,0,0,0,120,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577957885.jpg
1138,nilaigizi,Kuaci Rebo salted caramel,nilaigizi,0,50,2,4,1,1,0,0,0,0,90,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577958027.jpg
1139,nilaigizi,Naraya melon seed,nilaigizi,0,130,6,10,2,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577958213.jpg
1140,nilaigizi,Kuaci Indomaret,nilaigizi,0,80,4,7,2,0,0,0,0,0,180,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1577958550.jpg
1141,nilaigizi,Susu murni,nilaigizi,0,62,3.32,3.35,4.66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,single,tidak ada
1142,nilaigizi,Keju cheddar,nilaigizi,0,404,22.87,33.31,3.09,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578039805.jpg
1143,nilaigizi,Keju parmesan,nilaigizi,0,420,28.42,27.84,13.91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578039907.jpg
1144,nilaigizi,Keju mozzarella,nilaigizi,0,280,27.5,17.1,3.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,susu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578040080.jpg
1145,nilaigizi,Bakmi,nilaigizi,0,138,4.5,2.1,25.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578040232.jpeg
1146,nilaigizi,Nasi coklat,nilaigizi,0,112,2.3,0.8,23.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578040319.jpg
1147,nilaigizi,Es teh tawar,nilaigizi,0,2,0.02,0,0.67,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,air,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578040540.jpg
1148,nilaigizi,Es teh manis,nilaigizi,0,90,0.02,0,23.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578041377.jpg
1149,nilaigizi,Tanderloin,nilaigizi,0,151,20.53,7.63,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,single,https://nilaigizi.com/assets/images/produk/produk_1578042080.jpeg
1150,nilaigizi,Ribeye,nilaigizi,0,217,19.8,15.21,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,single,https://nilaigizi.com/assets/images/produk/produk_1578042162.jpg
1151,nilaigizi,Top sirloin,nilaigizi,0,127,21.77,4.45,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,single,https://nilaigizi.com/assets/images/produk/produk_1578042209.jpg
1152,nilaigizi,Pork loin,nilaigizi,0,198,19.74,12.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,single,https://nilaigizi.com/assets/images/produk/produk_1578042278.jpg
1153,nilaigizi,Pork Belly,nilaigizi,0,518,9.34,53.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,single,https://nilaigizi.com/assets/images/produk/produk_1578042337.jpg
1154,nilaigizi,Pork rib,nilaigizi,0,211,19.9,12.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,single,https://nilaigizi.com/assets/images/produk/produk_1578042979.png
1155,nilaigizi,Selai Nutella,nilaigizi,0,200,2,12,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578048425.jpg
1156,nilaigizi,Nestle corn flakes,nilaigizi,0,110,2,0.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578048520.jpg
1157,nilaigizi,Selai kacang skippy chunky,nilaigizi,0,210,7,17,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,gula sirup dan konfeksioneri,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578048678.jpg
1158,nilaigizi,quaker instan oatmeal,nilaigizi,0,140,4,3.5,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,serealia,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578048818.jpg
1159,nilaigizi,Hazelnut,nilaigizi,0,628,14.95,60.75,16.7,9.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578109187.jpg
1160,nilaigizi,Peanut,nilaigizi,0,567,25.8,49.24,16.13,8.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578109386.jpeg
1161,nilaigizi,Cashew,nilaigizi,0,553,18.22,43.85,30.19,3.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578109540.jpg
1162,nilaigizi,Pistachio,nilaigizi,0,560,20.16,45.32,27.17,10.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,kacang biji bean,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578110345.jpg
1163,nilaigizi,Saus sambal,nilaigizi,0,27,0,0,6.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578110690.jpg
1164,nilaigizi,Kecap manis,nilaigizi,0,45,1,0.1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578110842.jpg
1165,nilaigizi,Mayonnaise,nilaigizi,0,103,0,11.67,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,bumbu,olahan/produk,https://nilaigizi.com/assets/images/produk/produk_1578110909.jpg
