id,kode,nama_bahan,sumber,air_gram,energi_kal,protein_gram,lemak_gram,karbohidrat_gram,serat_gram,abu_gram,kalsium_mg,fosfor_mg,zatbesi_mg,natrium_mg,kalium_mg,tembaga_mg,seng_mg,retinol_mcg,bkaroten_mcg,karotentotal_mcg,thiamin_mg,riboflavin_mg,niasin_mg,vitc_mg,bdd,jenis_pangan,satuan,gambar
214,FP031,ayam goreng pioneer dada,KZGPI1990,44.5,295,37.4,14.7,0.6,0,2.7,108,236,6.8,807,0,0,0,16,0,80,0.1,0,0,0,100,daging unggas,olahan/produk,https://e7.pngegg.com/pngimages/66/902/png-clipart-church-s-chicken-bakery-chicken-nugget-fried-chicken-texas-chicken-church-s-chicken-bakery-thumbnail.png
215,FP034,ayam taliwang masakan,KZGMI2001,57.5,264,18.2,20.1,2.7,0,1.5,94,164,2,507,408,0.4,12.3,1067,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/d15c8abab4246c58/680x482cq70/ayam-goreng-mbok-berek-foto-resep-utama.jpg
216,FP001,ayam goreng pasundan dada,KZGMS 1993,4.8,270,32.3,11.2,9.9,0,1.8,129,314,4.9,980,0,0.12,3.3,56,0,0,0.21,0,4.72,0,100,daging unggas,olahan/produk,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/6-C2DTTVLGUBJ3T6-C2DTTXDVTNJXLA/detail/menueditor_item_b01be5494e6b4600867dbcbc0dcd1ed2_1607529952400513906.webp
217,FP021,ayam goreng church texas dada,KZGPI 1990,42.2,338,35.2,20.6,0.4,0,1.5,79,221,5.6,800,369.5,0.16,1.1,16,0,80,0.52,0.16,12.1,0,100,daging unggas,olahan/produk,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/IDITE2021041504584013744/detail/menueditor_item_de1f8bfb500e483d903ccb2e25a29a7d_1618462649639007677.webp
218,FR005,ayam daging segar,DABM-1964,55.9,298,18.2,25,0,0,0.9,14,200,1.5,109,385.9,0.11,0.6,245,0,0,0.08,0.14,10.4,0,58,daging unggas,single,https://d1sag4ddilekf6.cloudfront.net/compressed_webp/items/IDITE20210726121341017693/detail/menueditor_item_428cb0ea19e44146a00e1cfbef85faae_1627524568218570621.webp
219,FP023,ayam goreng church texas sayap,KZGPI 1990,47.2,295,34,16,1.5,0,1.3,81,179,3,771,237.2,0.16,1.2,13,0,50,0.44,0.13,6.2,0,100,daging unggas,olahan/produk,https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/d5baa5ea-bad6-4cc6-b6fe-a0c4a9a86979_Go-Biz_20211222_160332.jpeg
220,FP024,ayam goreng kalasan paha,KZGPI 1990,46.2,275,37.4,12.2,1.3,0,2.9,116,237,5.8,176,321.9,0.16,1.5,10,0,50,0.1,0,0,0,100,daging unggas,olahan/produk,https://i0.wp.com/i.gojekapi.com/darkroom/gofood-indonesia/v2/images/uploads/60ef5b81-53d7-4375-a9a3-b7eb2aed3b2a_master-menu-item-image_1597233742745.jpg?resize=728%2C500
221,FR007,ayam hati segar,KZGMS-1993,53.4,261,27.4,16.1,1.6,0,1.5,118,373,15.8,1068,22.9,0.84,0,4957,169,28000,0.64,4.38,4.11,0,100,daging unggas,single,https://asset.kompas.com/crops/-oAqlkfrKHaqebhytdtKz-JV6ls=/4x0:1000x664/750x500/data/photo/2020/12/22/5fe16c7655542.jpg
222,FP002,ayam usus goreng,KZGPI1990,4.6,473,45.2,26.3,13.9,0,10.1,1407,458,8.4,0,0,0,0,6,0,224,0.57,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/fa7c9443ce9efcb5/1200x630cq70/photo.jpg
223,FP035,babi hutan masak rica masakan,KZGMI2001,56.2,491,24.6,16.3,0.2,0,2.7,18,144,1.2,1415,327,0.2,2.6,2193,0,0,0.61,0.47,0,0,100,daging unggas,olahan/produk,https://akcdn.detik.net.id/visual/2020/05/12/d2fe874b-b04f-41ad-bce5-84027ad803ab_169.jpeg?w=650
224,FR008,babi daging gemuk segar,DABM-1964,42,453,11.9,45,0,0,1.1,7,117,1.8,112,819.3,0.22,0.4,0,0,0,0.58,0.59,5.9,0,100,daging unggas,single,https://dialeksis.com/images/web/2022/10/daging-babi.jpeg
225,FR009,babi daging kurus segar,DABM-1964,50,371,14.1,35,0,0,0.9,8,151,2.1,97,706.3,0.19,0.4,0,0,0,0.67,0.33,5.4,0,100,daging unggas,single,https://s1.bukalapak.com/img/6117974221/large/GINJAL_BABI___PORK_KIDNEY_.jpg
226,FR010,babi ginjal segar,DABM-1964,77.1,110,16.3,4.6,0.8,0,1.2,11,246,8,139,390,0.71,3.2,39,10,0,0.58,1.59,9.1,13,100,daging unggas,single,https://www.static-src.com/wcsstore/Indraprastha/images/catalog/full//91/MTA-7170363/pasarbali-id_pasarbali-id_-_hati_babi_-500_gr-denpasar-_full02_fa2ryh3x.jpg
227,FR011,babi hati segar,DABM-1964,72.3,129,19.7,4.8,1.7,0,1.5,10,362,18,110,447,0.58,0.1,4303,6,0,0.4,1.16,5.7,23,100,daging unggas,single,https://img-global.cpcdn.com/recipes/3bb79acbfc908ed8/1200x630cq70/photo.jpg
228,FR012,bebek (itik) daging segar,DABM-1964,54.3,321,16,28.6,0,0,1.1,15,188,1.8,54,199,0.21,1.2,273,0,0,0.1,0.28,4.3,0,60,daging unggas,single,https://asset.kompas.com/crops/6unVsacqX8mpZ19lviQLxyDPCoI=/0x0:1000x667/750x500/data/photo/2020/11/03/5fa0cee5cb3cf.jpg
229,FR013,bebek alabio daging segar,KZGMI-2001,57,303,11.3,27,3.7,0,1,20,293,4.8,50,260,0.7,2,0,0,0,0.36,0.04,4.1,0,100,daging unggas,single,https://medioenblog.files.wordpress.com/2018/02/bebek.jpg
230,FP003,bebek daging goreng,KZGMI2001,48.8,300,24,20.7,4.5,0,2,170,170,4.1,34,6,0.4,3,0,0,0,0.1,0.4,10.6,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/y8jlET9Zwl-5iykdc5t58sS-_KY=/0x52:1000x719/750x500/data/photo/2020/07/14/5f0d253a6edd5.jpg
231,FP036,beef burger,KZGMS 1993,45.5,258,10.6,9.5,32.5,0.4,2.2,210,157,2.6,572,189.1,0,0,218,0,7580,0.95,0,0,0,100,daging unggas,olahan/produk,https://cdn.id9.site/burgerax/media/2020/09/beef-burger-e1644156606108.jpeg
232,FP037,beef teriyaki masakan,KZGMS 1993,65.1,151,8.6,3.1,22.3,0.3,0.9,142,62,2.3,377,0,0,0,22,0,400,0.53,0,0,0,100,daging unggas,olahan/produk,https://www.masakapahariini.com/wp-content/uploads/2020/12/resep-beef-teriyaki-2-500x300.jpg
233,FP038,beef yakiniku masakan,KZGMS 1993,67.7,132,9.8,1.1,20.7,0.3,0.8,302,67,2,409,0,0,0,78,0,700,0.62,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/awoHyKStB8lI_yqs1PTI3VjIHsE=/78x42:958x629/750x500/data/photo/2022/12/08/6391613d09412.jpg
234,FR014,belibis daging segar,KZGMI-2001,71.3,131,20.2,4.3,2.8,0,1.4,8,192,9.6,46,104,1.2,1.6,0,0,0,0.37,0.08,2.7,0,100,daging unggas,single,https://assets.tokko.io/2bbdc42e-f0c6-494e-ae09-9d177af2ec61/products/images/cc352d35-2818-45ed-9a63-03f4fbd2247b
235,FP039,brongkos,KZGPI1990,76.4,141,15.3,3.3,12.6,1,2.4,87,97,5.1,0,0,0,0,4,0,356,0.4,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/GCuybR2DVru6BFg_rszv6WI4n_g=/0x0:1000x667/780x390/data/photo/2020/11/02/5f9f84e0407e9.jpg
236,FP004,buaya daging dendeng mentah,KZGMI2001,12.3,365,49.6,4.8,30.8,0,2.5,60,130,4.3,500,680,0.2,11.6,0,0,0,0,0,0.2,0,100,daging unggas,olahan/produk,https://cf.shopee.co.id/file/e818d175e0423862b94c46e45e1ce055
237,FP040,bulgogi masakan,KZGMS 1993,84.2,72,11.4,4.9,1.4,1.7,0.7,214,86,2.5,509,0,0,0,17,0,0,1.08,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/MGdiKvcc-R0j5purun8FmiLeX_U=/0x0:0x0/750x500/data/photo/2020/12/23/5fe2c9413a6ce.jpg
238,FR015,burung sarang segar,DABM-1964,24.8,281,37.5,0.3,32.1,0,5.3,485,18,3,0,0,0,0,0,0,0,0,0,0,0,100,daging unggas,single,https://premiumnest-5c4c.kxcdn.com/wp-content/uploads/2016/07/SS_white_900x600-4.jpg
239,FP041,chicken teriyaki masakan,KZGMS 1993,68.2,168,13,9.6,7.5,0.8,1.7,137,106,3.1,959,0,0,0,68,0,2200,0.65,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/ff7dc38da72458fa/680x482cq70/ayam-teriyaki-ala-hokben-foto-resep-utama.jpg
240,FP042,chikiniku masakan,KZGMS 1993,65.4,143,9.8,1.4,22.8,0.4,0.6,301,63,2,531,0,0,0,27,0,1280,0.73,0,0,0,100,daging unggas,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
241,FP044,coto mangkasara kuda masakan,KZGMI2001,85.9,84,6,6,1.4,0,0.7,8,104,4,90,25,0.3,0.6,0,0,0,0.16,0.14,10.3,0,100,daging unggas,olahan/produk,https://eljohnnews.com/wp-content/uploads/2018/08/Wisata-Kuliner-Coto-Makassar.png
242,FP043,coto mangkasara sapi masakan,KZGMI2001,83.5,96,6.8,5.9,3.8,0,0.9,11,106,2.3,96,31,0.1,1,0,0,0,0.23,0.14,4.2,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/ljY1r3f3HJaNEuLip3iARQOaK-E=/0x1226:3000x3226/750x500/data/photo/2021/06/11/60c2acf88c6f0.jpg
243,FP045,djibokum masakan,KZGMS 1993,43.4,248,10,2.3,40.9,0.1,3.4,116,110,2.8,401,0,0,0,52,0,1920,0.75,0,0,0,100,daging unggas,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
244,FR017,domba daging gemuk segar,DABM-1964,66.3,202,17.1,14.8,0,0,1.8,10,191,2.6,90,355,0.08,2.8,0,0,0,0.15,0.26,5.7,0,100,daging unggas,single,https://png.pngtree.com/png-vector/20210913/ourlarge/pngtree-fresh-lamb-ingredients-png-image_3922032.jpg
245,FR016,domba daging kurus segar,DABM-1964,55.8,317,15.7,27.7,0,0,0.8,9,157,2.4,64,242.1,0.11,3.7,0,0,0,0.14,0.23,6.5,0,100,daging unggas,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/11/2/63145b70-ef97-4649-af84-9b14cdc13519.jpg
246,FR018,domba ginjal segar,DABM-1964,77.8,100,16.6,3.3,1,0,1.3,13,237,9.2,155,276,0.48,2.4,348,515,0,0.51,2.35,7.5,13,100,daging unggas,single,https://media.istockphoto.com/id/1457294473/id/foto/ginjal-domba-segar-mentah-di-atas-talenan.jpg?s=612x612&w=0&k=20&c=coamiTuIqCOb7QJ-3vJkyY6CWF7hjKA75JGFQmQFCDw=
247,FP046,empal (daging) goreng masakan,KZGMS 1993,43.9,248,36.2,6.9,10.1,0,2,131,235,6.4,848,0,0,0,112,0,620,0.55,0,0,0,100,daging unggas,olahan/produk,https://cdn-2.tstatic.net/batam/foto/bank/images/resep-empal.jpg
248,FP047,gulai kambing,KZGMI2001,78.4,126,4.2,9.4,6.2,0,1.8,45,73,1.3,302,138,0.2,1.1,151,0,0,0.13,0.01,0,0,100,daging unggas,olahan/produk,https://kbu-cdn.com/dk/wp-content/uploads/gulai-kambing.jpg
249,FP005,ham,DABM1964,42,384,16.9,35,0.3,0,5.8,10,136,2.5,112,819.3,0.11,0.4,0,0,0,0.7,0.95,9.7,0,100,daging unggas,olahan/produk,https://bakeitwithlove.com/wp-content/uploads/2021/12/glazed-honey-ham-sq.jpg
250,FP006,itik alabio daging dendeng mentah,KZGMI2001,12.7,496,30.3,33.5,18.4,0,5.1,135,370,12.5,1081,478,0.7,0.3,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://2.bp.blogspot.com/-SbmA8hgkc0o/WJCLWXFxWdI/AAAAAAAAAew/-RmRX3YjJ3EtldaLu6fvsQoQvowStN2OwCLcB/s1600/287162783_4_644x461_dendeng-itik-rina-asli-amuntai-rumah-tangga.jpg
251,FP048,jangang bintatoeng masakan,KZGMI2001,73.6,107,5.3,2.2,16.5,0,2.4,64,61,2.5,482,406,0.2,0.8,0,0,0,0.18,0.02,3.4,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/6c2521b843621d65/1200x630cq70/photo.jpg
252,FP049,kalio ayam masakan,KZGMS 1993,64.7,203,16,13.5,4.4,0,1.4,278,177,4.2,534,0,0,0,105,0,3780,0.35,0,0,0,100,daging unggas,olahan/produk,tidak ada
253,FP050,kalio jeroan masakan,KZGMS 1993,68.9,163,16.5,9,4.1,0,1.5,102,268,7.1,570,0,0,0,298,0,1960,0.7,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/2031e463b74f84a0/1200x630cq70/photo.jpg
254,FP051,kalio kikil (tunjang) masakan,KZGMS 1993,75.3,122,13.8,5.7,3.9,0,1.3,154,59,3.4,519,0,0,0,36,0,1440,0.38,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/mqYtGN3S_jZncBl0Ug8aj0WNS0E=/0x0:1000x667/750x500/data/photo/2021/03/01/603c964830992.jpg
255,FP052,kalio otak masakan,KZGMS 1993,70.3,157,8.1,8.8,11.4,0,1.4,212,69,3.3,604,0,0,0,32,0,1040,0.45,0,0,0,100,daging unggas,olahan/produk,https://asset-a.grid.id/crop/0x0:0x0/700x465/photo/sasefoto/original/32036_kalio-otak.JPG
256,FR019,kambing daging segar,DABM-1964,70.3,149,16.6,9.2,0,0,3.9,11,124,1,96,268.7,0.31,4.9,0,0,0,0.09,0.23,5,0,100,daging unggas,single,https://akcdn.detik.net.id/visual/2020/10/27/ilustrasi-daging-kambing_169.jpeg?w=650
257,FR020,kelinci daging segar,FCTEA-1972,74.3,142,16.9,7.8,0,0,1,7,350,1,49,371.1,0,0,0,0,0,0.11,0.11,6.8,0,100,daging unggas,single,https://cdn0-production-images-kly.akamaized.net/Gw1RJQgcjxFIOkJZPYqIZasno4E=/1200x1200/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/759485/original/044795000_1414853739-rabbit-carcass-1-rev.jpg
258,FR021,kerbau daging segar,DABM-1964,80,79,18.7,0.5,0,0,0.8,14,221,3.3,91,273,0.13,1.6,0,0,0,0.06,0.17,5,0,100,daging unggas,single,https://milenianews.com/wp-content/uploads/2020/08/dagingkerbau.jpg
259,FP007,kerupuk urat,KZGMI2001,3.6,588,53.7,40.9,1.2,0,0.6,36,15,1.3,1024,37,0.1,0.2,2802,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/6/3/15bac8fd-dff8-49eb-9561-81a087a02638.jpg
260,FR022,kuda daging segar,DABM-1964,76,113,18.1,4.1,0.9,0,0.9,10,150,2.7,46,315.7,0.13,2.5,0,0,0,0.07,0.07,3,0,100,daging unggas,single,https://awsimages.detik.net.id/community/media/visual/2021/07/29/fakta-daging-kuda-2.jpeg?w=724
261,FP053,lawar babi masakan,KZGPI1990,68.8,174,17,10,3,0,1.2,61,141,3,0,0,0,0,0,0,0,0.1,0,0,0,100,daging unggas,olahan/produk,https://cdn.idntimes.com/content-images/post/20211019/203152501-4176779059011518-795637125163020240-n-c5aa3d72f7ca0ec57070d7c1a60cf2b2_600x400.jpg
262,FP054,lawar penyu masakan,KZGPI1990,66.3,141,23,1.5,7.6,0,1.6,69,141,6,0,0,0,0,0,0,0,0.1,0,0,0,100,daging unggas,olahan/produk,https://fastly.4sqi.net/img/general/600x600/4312632_DHgsLEo3W0e7vYm-X-ndJwUEN1E419WBzhTKzIb411c.jpg
263,FP055,lawara jangang masakan,KZGMI2001,72.4,159,5,10.9,10.1,0,1.6,57,107,1.5,400,2368,0.1,1,14,0,0,0.25,0.16,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/2bad2876953a328b/680x482cq70/lawara-jangang-foto-resep-utama.jpg
264,FP008,menjangan daging dendeng mentah,KZGMI2001,14.3,322,55.8,2,22.7,0,5.3,55,310,2.1,765,1282,1.7,3.2,3391,26,0,0,0,0,0,100,daging unggas,olahan/produk,https://images.tokopedia.net/img/cache/700/VqbcmM/2022/9/1/c86b6e83-7b8f-4d90-a900-faf92e7afcbb.jpg
265,FP056,naan maran sapi masakan,KZGMI2001,14.8,478,38.3,33.9,5.1,0,7.9,30,390,11.8,220,320,0.6,3.9,33,0,0,0,0,0.2,0,100,daging unggas,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
266,FP057,nasu likku masakan,KZGMI2001,59,196,14.5,8.3,15.9,0,2.3,69,157,1,386,470,0.3,2,0,0,0,0.2,0.24,1.5,0,100,daging unggas,olahan/produk,https://cdn-2.tstatic.net/makassar/foto/bank/images/nasu-likku-wajo.jpg
267,FP058,oramu ninahu ndawa olaho masakan,KZGMI2001,74.9,117,13.7,5,4.3,0,0.1,964,804,2,0,727,0.3,1.5,4095,0,0,0.77,0.04,1.7,0,100,daging unggas,olahan/produk,https://drive.google.com/file/d/1LZOGoU3M3XcPbU5_HaAZ26ybCTbiTXpT/view?usp=sharing
268,FP059,paniki masak santan masakan,KZGMI2001,25.4,460,28.5,35.2,7.2,0,3.7,188,357,5.5,2002,532,0.4,2.5,954,0,0,0.27,0.19,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/0435c98a0facbd6b/680x482cq70/ayam-paniki-kuah-santan-daun-kemangi-foto-resep-utama.jpg
269,FP060,pelolah manuk masakan,KZGMI2001,60,219,19.7,13.6,4.4,0,2.3,33,160,1.6,577,0,0,0,137,0,1940,0.42,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/ZCo2_DcJAXGslXbYIM3Zv4nCzsA=/0x41:1000x708/750x500/data/photo/2021/03/01/603c1e79dd9d3.jpg
270,FP066,penyu serapah masakan,KZGPI1990,71.3,174,13.1,12.2,2.2,0,1.2,72,186,9.5,0,507,0.8,2.4,1302,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://fastly.4sqi.net/img/general/600x600/OCEUQQy60QPea6xF6nBfPDNzanEyT-n5j4BPRiR6IoM.jpg
271,FP009,punai daging goreng,KZGMI2001,54.5,224,26.2,11.3,4.4,0,3.6,362,362,3.1,2,19,0.3,1.6,0,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://img.okezone.com/content/2012/12/06/488/728478/4GJoElzYrO.jpg
272,FP061,rawon masakan,KZGPI1990,86,60,5.4,2.5,4,0,2.1,272,153,3.3,0,0,0,0,10,0,1235,0.09,0,0,0,100,daging unggas,olahan/produk,https://www.masakapahariini.com/wp-content/uploads/2018/04/resep-rawon-daging-500x300.jpg
273,FP062,rendang sapi masakan,KZGPI1990,57.9,193,22.6,7.9,7.8,0,3.8,474,211,14.9,0,0,0,0,21,0,534,0.12,0,0,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/HDe5rLDP0dEOLb6MC_UPvRTwFg8=/0x141:500x474/750x500/data/photo/2021/05/11/609a08809259f.jpg
274,FP010,rusa daging dendeng mentah,KZGMI2001,18.3,536,40.5,41.5,0,0,2.5,90,420,13.4,130,690,0.3,10.7,285,0,0,0,0,0.2,0,100,daging unggas,olahan/produk,https://images.tokopedia.net/img/cache/250-square/VqbcmM/2022/5/21/4b8937f9-6431-46ec-9d95-d633aa52371f.jpg
275,FP011,sapi abon,KZGPI1990,7.1,212,18,10.6,59.3,7.5,4.7,150,209,12.3,0,0,0,0,0,240,138,0.17,0,0,0,100,daging unggas,olahan/produk,https://cdn0-production-images-kly.akamaized.net/fqIGhZT1Z1Zu36S_0_xZCoJSI5A=/1200x900/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3980335/original/086906600_1648695608-Abon_Sapi_Premium.jpg
276,FP012,sapi abon asli,KZGPI1990,24.8,358,14.6,16.1,38.6,2.5,5.8,165,136,14.6,0,0,0,0,3,194,144,0.13,0,0,0,100,daging unggas,olahan/produk,tidak ada
277,FR023,sapi babat segar,DABM-1964,76.7,108,17.6,4.2,0,0,1.5,12,144,1,147,101.4,0.11,2.2,0,49,0,0.15,0.17,1.7,0,100,daging unggas,single,https://images.tokopedia.net/img/cache/500-square/VqbcmM/2021/3/10/5802bb88-dd3a-42b8-9d4e-f03f46fcf8a3.jpg
278,FP013,sapi daging asap,DABM1964,60,182,32,6,0,0,2,15,300,5,1620,485.4,0.03,5.1,6,0,0,0.12,0.23,5.9,0,100,daging unggas,olahan/produk,https://asset.kompas.com/crops/FMBgpWLQutfbdsgz0ZytI8a9JKo=/0x542:1080x1262/750x500/data/photo/2022/03/22/6239b98488b17.jpg
279,FP014,sapi daging dendeng mentah,DABM1964,25,301,55,9,0,0,11,30,370,5.1,0,0,0,0,0,0,0,0.1,0,0,0,100,daging unggas,olahan/produk,https://cdns.diadona.id/diadona.id/resized/640x320/news/2020/04/27/9731/664xauto-cara-membuat-dendeng-sapi-yang-dijemur-kering-basah-kelapa-balado-dan-manis-200427a.jpg
280,FR024,sapi daging gemuk segar,DABM-1964,60,273,17.5,22,0,0,0.5,10,150,2.6,93,267,0.17,6.4,12,0,0,0.08,0.18,7.3,0,100,daging unggas,single,https://cdn1-production-images-kly.akamaized.net/lA6qLu1irMjT2OPAYtqnW-nvIfQ=/640x360/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3133148/original/027517900_1589942784-Raw_Fresh_Meat_With_Rosemary.jpg
281,FP015,sapi daging kornet,DABM1964,53,289,16,25,0,0,6,10,170,4,794,94.4,0.07,4,0,52,0,0.01,0.16,2.7,0,100,daging unggas,olahan/produk,https://s4.bukalapak.com/attachment/418432/pengertian_kornet_main_image.jpg
282,FR025,sapi daging kurus segar,DABM-1964,69,174,19.6,10,0,0,1.4,11,181,2.9,83,489,0.07,4.9,6,181,0,0.07,0.51,1.2,0,100,daging unggas,single,https://cdn1-production-images-kly.akamaized.net/lA6qLu1irMjT2OPAYtqnW-nvIfQ=/640x360/smart/filters:quality(75):strip_icc():format(jpeg)/kly-media-production/medias/3133148/original/027517900_1589942784-Raw_Fresh_Meat_With_Rosemary.jpg
283,FR026,sapi daging lemak sedang segar,DABM-1964,66,201,18.8,14,0,0,1.2,11,170,2.8,105,378,4.58,5.2,9,198,0,0.08,0.56,1.3,0,100,daging unggas,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2020/10/10/3e7ebf5d-cc63-4354-ac94-e96ce7057653.png
284,FP016,sapi daging sosis (worst),DABM1964,37.6,448,14.5,42.3,2.3,0,3.3,28,61,1.1,765,284.5,0.06,1.7,0,0,0,0.1,0.18,4.9,0,100,daging unggas,olahan/produk,https://images.tokopedia.net/img/cache/700/product-1/2020/7/3/1982472/1982472_d7e37ee9-0836-4eb7-9d26-fe0b1f602bd3_300_300
285,FR027,sapi daleman segar,KZGMI-2001,70.1,183,12,14.4,1.4,0,2.1,43,319,1.8,277,160,0.1,0.8,0,104,0,0.31,0.22,8.4,0,100,daging unggas,single,https://asset-a.grid.id/crop/0x0:0x0/x/photo/2022/05/12/manfaat-jeroan-sapijpg-20220512025232.jpg
286,FR029,sapi ginjal segar,DABM-1964,74.9,137,15,8.1,0.9,0,1.1,9,221,7.9,200,230.2,0,0,348,583,0,0.37,1.22,6.1,13,100,daging unggas,single,https://i0.wp.com/herald.id/wp-content/uploads/2023/01/google.jpg?fit=521%2C405&ssl=1
287,FP017,sapi hati sosis (liverworst),DABM1964,56.6,274,16,22,3,2.3,2.4,20,150,4,654,158.8,0.22,2.2,1201,0,0,0.2,0.96,4,0,100,daging unggas,olahan/produk,https://img.herstory.co.id/articles/archive_20220708/sosis-daging-sapi-20220708-145317.jpg
288,FR030,sapi keleponan segar,KZGMI-2001,83.8,84,10.5,4.6,0.2,0,0.9,20,13,2.1,73,318,0.2,1.7,857,34,0,0.1,0.14,0.3,0,100,daging unggas,single,https://asset.kompas.com/crops/T3UEAUZcyLPz2Kf7uAajNqm1DV0=/0x0:999x666/780x390/data/photo/2020/07/27/5f1e7ad5324dc.jpg
289,FR031,sapi liver segar,DABM-1964,69.7,132,19.7,3.2,6,0,1.4,7,358,6.6,110,213,0.51,2.3,13303,355,0,0.26,1.52,11.4,31,100,daging unggas,single,https://images.tokopedia.net/img/cache/700/VqbcmM/2021/3/10/964e4fd5-7470-4799-a02f-1e8af6a83177.jpg
290,FR032,sapi otak segar,DABM-1964,78.9,123,10.4,8.6,0.8,0,1.3,16,330,3.6,112,243.8,0.26,0.9,0,0,0,0.23,0.19,3.9,18,100,daging unggas,single,https://asset.kompas.com/crops/Zb2CWR9vmVrUUr6v372o4SJ8gs0=/0x0:1000x667/750x500/data/photo/2021/07/18/60f3913f44be3.jpg
291,FP018,sapi paru dendeng mentah,KZGMI2001,9.7,360,57.3,6,19.2,0,7.8,126,903,21.1,1483,864,1.2,6.1,2827,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/e709be83be77515c/680x482cq70/dendeng-paru-kering-foto-resep-utama.jpg
292,FP019,sapi paru goreng,KZGMS 1993,45.5,268,23.9,12.7,14.5,0,3.1,102,315,8.8,923,299,0,1.5,790,0,0,0,0,0,0,100,daging unggas,olahan/produk,https://awsimages.detik.net.id/community/media/visual/2022/07/14/resep-paru-goreng-ketumbar_43.jpeg?w=1200
293,FR033,sapi usus segar,DABM-1964,76.7,126,14,7.2,1.5,0,0.6,14,115,4,0,0,0,0,61,0,0,0.08,0.33,0.2,0,100,daging unggas,single,https://images.tokopedia.net/img/cache/700/product-1/2020/6/14/8589094/8589094_bca7552d-86d6-4c95-899c-4915c124c74f_480_480.jpg
294,FP065,sate penyu masakan,KZGMI2001,52.1,274,12.9,18.6,13.6,0,2.8,63,190,2.7,609,0,0,0,133,0,0,0.06,0,0,0,100,daging unggas,olahan/produk,https://booking-bali-villas.com/bali/wp-content/uploads/2014/10/Sate-Penyu-e1412911561808.jpg
295,FP064,sate pusut masakan,KZGPI1990,57.4,179,22.5,3.5,13.3,0,3.3,187,238,14.4,0,0,0,0,0,0,0,0.1,0,0,0,100,daging unggas,olahan/produk,https://cdn0-production-images-kly.akamaized.net/-ZH0E7VH_7Y_VdtKDmgokQ4DAAs=/0x0:5184x2922/1200x675/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3652549/original/060993000_1638588819-shutterstock_1729690198.jpg
296,FP067,sie reuboh masakan,KZGMI2001,32.4,474,11.2,42.5,11.7,0,2.2,26,62,1.3,677,176,2.4,3.2,141,9,0,0.46,0.26,0,0,100,daging unggas,olahan/produk,https://cdn0-production-images-kly.akamaized.net/9A6K5z9xgb8RkvkFIp5RFFE5b_o=/0x185:4800x2890/469x260/filters:quality(75):strip_icc():format(webp)/kly-media-production/medias/3911399/original/008984200_1642826892-shutterstock_2081704363.jpg
297,FP068,sop buntut masakan,KZGMS 1993,86.1,71,7.5,3.6,2.2,0,0.6,286,38,3.2,490,0,0,0,119,0,2900,0.14,0,0,0,100,daging unggas,olahan/produk,https://img-global.cpcdn.com/recipes/91727f982ad54daa/1200x630cq70/photo.jpg
